  6.38e-02  1.51e+00  5.66e-01  4.60e+00  2.73e-01  1.85e+00  4.62e+01  2.30e+01  2.29e+00  3.71e+02  7.66e-01  5.28e+00  1.65e+04  0.00e+00  5.55e+00  6.46e+02  3.15e+00  4.78e+02  6.50e-01  3.55e+00  2.69e+02  1.65e+02  3.37e+00  2.30e+02  1.79e+00
  4.93e-02  2.51e-01  1.54e+00  5.27e-01  4.57e+00  2.94e+01  2.84e+00  5.79e+00  5.49e+01  2.23e+00  1.56e+01  9.11e+02  1.16e+01  5.55e+00  0.00e+00  1.70e+01  8.27e+01  9.30e-01  9.73e+00  2.03e+02  6.33e+00  3.05e+00  1.10e+02  8.16e+00  2.78e+01
  3.41e-02  1.61e+00  5.13e-01  8.82e+00  6.43e-01  3.12e+00  9.02e+01  1.87e+02  3.95e+00  6.67e+01  1.63e+00  1.23e+01  6.97e+03  6.46e+02  1.70e+01  0.00e+00  4.96e+00  3.55e+01  1.29e+00  8.23e+00  2.05e+02  6.95e+01  8.88e+00  3.44e+02  3.43e+00
  1.14e-01  4.86e-01  8.88e-01  2.51e-01  1.23e+00  5.40e+00  1.40e+00  1.96e+00  1.93e+01  7.59e-01  1.49e+02  2.92e+02  4.70e+00  3.15e+00  8.27e+01  4.96e+00  0.00e+00  8.02e-01  1.97e+02  5.76e+02  3.62e+00  1.78e+00  1.86e+02  4.37e+00  7.26e+01
  3.32e-02  2.69e-01  2.10e-01  1.17e+00  1.11e-01  4.26e-01  5.89e+00  4.76e+00  4.52e-01  9.83e+00  3.22e-01  8.38e-01  1.16e+02  4.78e+02  9.30e-01  3.55e+01  8.02e-01  0.00e+00  4.72e-01  1.32e+00  2.81e+02  1.76e+03  1.27e+00  1.75e+02  7.54e-01
  3.94e-02  1.67e-01  1.52e-01  1.02e-01  2.85e-01  1.21e+00  3.75e-01  4.95e-01  2.74e+00  3.04e-01  3.90e+00  1.39e+01  1.15e+00  6.50e-01  9.73e+00  1.29e+00  1.97e+02  4.72e-01  0.00e+00  7.09e+01  1.48e+00  7.20e-01  4.71e+01  1.53e+00  7.39e+02
  1.02e-01  5.70e-01  8.08e-01  4.41e-01  1.08e+00  7.77e+00  1.91e+00  3.26e+00  1.04e+01  8.58e-01  2.28e+01  6.83e+01  6.61e+00  3.55e+00  2.03e+02  8.23e+00  5.76e+02  1.32e+00  7.09e+01  0.00e+00  7.66e+00  3.34e+00  3.07e+03  8.66e+00  9.43e+02
  8.57e-02  2.19e+00  5.75e-01  3.23e+00  3.76e-01  2.42e+00  2.59e+01  3.68e+01  2.06e+00  1.89e+01  8.26e-01  5.29e+00  2.52e+02  2.69e+02  6.33e+00  2.05e+02  3.62e+00  2.81e+02  1.48e+00  7.66e+00  0.00e+00  4.40e+04  7.64e+00  3.09e+04  3.27e+00
  4.87e-02  9.97e-01  4.06e-01  2.53e+00  1.59e-01  1.16e+00  1.85e+01  1.31e+01  1.17e+00  2.33e+01  3.86e-01  2.25e+00  8.87e+01  1.65e+02  3.05e+00  6.95e+01  1.78e+00  1.76e+03  7.20e-01  3.34e+00  4.40e+04  0.00e+00  3.91e+00  1.73e+03  2.26e+00
  5.38e-02  3.19e-01  1.09e+00  4.09e-01  1.35e+00  1.18e+01  1.63e+00  3.56e+00  1.07e+01  8.22e-01  2.33e+01  6.19e+01  6.93e+00  3.37e+00  1.10e+02  8.88e+00  1.86e+02  1.27e+00  4.71e+01  3.07e+03  7.64e+00  3.91e+00  0.00e+00  1.33e+01  1.93e+02
  4.61e-02  1.78e+00  5.26e-01  4.03e+00  4.86e-01  2.39e+00  2.42e+01  6.79e+01  2.25e+00  3.91e+01  9.67e-01  6.73e+00  4.76e+02  2.30e+02  8.16e+00  3.44e+02  4.37e+00  1.75e+02  1.53e+00  8.66e+00  3.09e+04  1.73e+03  1.33e+01  0.00e+00  4.84e+00
  1.18e-01  4.57e-01  7.64e-01  2.28e-01  7.15e-01  3.25e+00  1.10e+00  1.57e+00  6.97e+00  5.17e-01  6.62e+00  2.27e+01  2.86e+00  1.79e+00  2.78e+01  3.43e+00  7.26e+01  7.54e-01  7.39e+02  9.43e+02  3.27e+00  2.26e+00  1.93e+02  4.84e+00  0.00e+00
